Customer ID,sum(Sales)
DB-12970,2839.2272000000003
JM-16195,2833.9260000000004
CV-12295,2830.6279999999997
GH-14410,2807.7070000000003
TS-21610,2801.8840000000005
BG-11035,2798.948
TB-21625,2797.668
RD-19660,2786.6319999999996
SH-19975,2774.2394999999997
JC-15775,2772.0550000000007
PF-19165,2770.0
EB-13870,2767.219
MM-18055,2749.881
KB-16585,2742.7580000000003
LL-16840,2741.204
JL-15850,2725.2560000000003
MC-17275,2723.036
ML-17395,2722.843
JK-15370,2709.632
JE-16165,2697.248
CS-12250,2696.7959999999994
BT-11530,2684.492
NH-18610,2673.2899999999995
RB-19435,2663.0860000000002
EA-14035,2660.8250000000007
EJ-14155,2656.691
DK-13090,2650.557
CA-12265,2648.2871999999998
FO-14305,2622.838
KN-16390,2617.2720000000004
RA-19285,2606.0820000000003
LC-17140,2605.1120000000005
SO-20335,2602.575500000001
SU-20665,2595.3640000000005
BO-11350,2586.08
HA-14920,2584.1580000000004
SC-20695,2576.408
NS-18505,2575.863
BT-11305,2567.656
EM-13810,2567.01
AG-10270,2565.2579999999994
MZ-17515,2564.906
CC-12610,2540.631
CM-12160,2533.314
HF-14995,2533.164
LC-16870,2526.182
FM-14380,2523.2659999999996
JS-16030,2516.4939999999997
DJ-13510,2501.688
AC-10615,2499.7560000000003
PO-18865,2493.2140000000004
BS-11755,2492.3500000000004
NZ-18565,2488.31
CC-12145,2471.6500000000005
MN-17935,2469.0420000000004
NC-18340,2461.404000000001
MH-17455,2456.182
BS-11590,2454.9280000000003
VM-21685,2454.866
GZ-14545,2454.6220000000003
MA-17995,2453.284
TH-21100,2422.824
AH-10465,2406.4316000000003
BP-11095,2399.54
DF-13135,2390.534
BP-11290,2383.7970000000005
MH-17290,2381.7309999999998
FM-14215,2374.27
CK-12595,2372.7500000000005
JF-15415,2371.448
CV-12805,2370.3136
MC-17590,2362.5069999999996
JG-15115,2358.676
CL-12700,2353.586
MG-17680,2350.188
RF-19735,2341.2960000000003
AG-10495,2338.679
EM-13825,2324.358
XP-21865,2320.4080000000004
MK-17905,2302.3680000000004
LH-16900,2295.3320000000003
CM-12235,2287.172
JF-15190,2279.5860000000002
FH-14350,2271.284
CC-12670,2269.7015000000006
BE-11410,2261.438
MC-17605,2258.192
JH-16180,2256.3940000000002
KD-16615,2243.5099999999998
TS-21505,2243.274
MY-17380,2242.6119999999996
LW-16825,2238.0609999999997
AR-10405,2236.128
NC-18415,2218.99
MC-18100,2218.98
GG-14650,2216.0080000000007
PF-19225,2206.1279999999997
DB-13210,2204.829
MH-17785,2203.7780000000002
JL-15235,2203.7
JR-16210,2201.6859999999997
TB-21280,2198.45
JG-15310,2197.7960000000003
GW-14605,2189.0190000000007
NR-18550,2184.337
BT-11395,2182.1940000000004
PS-18760,2181.479
SH-20395,2180.718
KN-16450,2171.962
DB-12910,2171.599
RP-19855,2170.716000000001
DP-13105,2164.89
HA-14905,2163.3
EJ-13720,2162.174
JD-15790,2152.3520000000003
CR-12580,2148.852
KN-16705,2148.03
DN-13690,2139.7900000000004
EN-13780,2138.246
KM-16225,2134.248
NM-18520,2123.347
KC-16255,2103.8340000000003
SH-20635,2096.392
RH-19600,2085.7400000000002
TG-21640,2074.661
ML-17755,2071.914
RB-19705,2067.45
LC-17050,2064.504
TS-21430,2054.14
AF-10870,2052.9080000000004
CD-11920,2033.968
NF-18595,2031.472
DJ-13420,2012.5200000000002
VB-21745,2005.5959999999998
HP-14815,1990.314
DB-13615,1989.05
PG-18895,1987.1640000000002
NB-18655,1972.599
SW-20275,1966.65
LD-17005,1961.934
TP-21565,1936.6399999999996
JF-15355,1911.844
JO-15280,1911.5520000000001
ME-17725,1908.4532
SV-20935,1903.491
KD-16345,1888.964
GD-14590,1888.0700000000002
SG-20470,1884.7980000000002
SC-20440,1874.998
BG-11695,1874.172
NG-18355,1869.58
CD-12790,1860.732
SN-20560,1860.418
CB-12415,1856.26
JB-16045,1841.651
PR-18880,1840.1779999999997
AJ-10945,1839.2400000000002
PC-18745,1832.064
EG-13900,1832.02
LR-17035,1831.386
PJ-19015,1824.2340000000002
NC-18625,1821.7420000000002
JM-15265,1804.1460000000002
JB-15400,1791.605
AA-10480,1782.872
CC-12100,1765.23
DS-13030,1762.2130000000002
AH-10030,1744.6999999999998
VT-21700,1736.596
AH-10120,1735.5140000000001
MV-18190,1734.5739999999998
JM-15535,1733.4430000000002
BE-11455,1727.652
BW-11200,1726.2300000000002
JP-16135,1707.7099999999998
TZ-21580,1707.2860000000003
DB-13405,1702.5480000000002
BP-11155,1692.146
DK-12985,1687.04
RA-19945,1686.9225000000004
CA-12055,1679.724
CM-11815,1673.8880000000001
LH-17155,1660.3049999999998
CC-12475,1659.438
JP-15460,1653.5830000000003
CM-12115,1643.97
EB-13975,1643.255
AP-10720,1638.5539999999999
KE-16420,1626.6832000000004
AZ-10750,1622.018
MS-17710,1613.402
CR-12730,1600.55
SP-20650,1598.516
DE-13255,1588.464
AH-10195,1587.452
BF-11215,1585.162
CK-12760,1582.1090000000004
MC-18130,1581.9979999999998
MF-18250,1575.36
JL-15175,1571.523
TB-21250,1569.5919999999999
KB-16315,1569.4640000000002
TS-21160,1568.244
ON-18715,1567.52
MV-17485,1542.4099999999999
BD-11620,1538.1099999999997
CH-12070,1537.2360000000003
BD-11725,1526.5
BV-11245,1523.2730000000001
KA-16525,1519.506
AB-10600,1515.862
JG-15805,1507.0180000000003
ZD-21925,1493.944
DL-12865,1490.818
CM-12190,1475.1440000000002
LE-16810,1469.4500000000003
TB-21055,1467.881
PN-18775,1467.152
BN-11515,1459.344
PB-19150,1456.9499999999998
RM-19375,1453.474
AG-10525,1448.9419999999998
RK-19300,1448.0000000000002
DL-13315,1446.0660000000003
PK-18910,1441.152
TD-20995,1434.5480000000002
JW-16075,1428.731
MB-18085,1428.231
MB-17305,1427.3259999999996
TT-21220,1427.044
RD-19720,1419.7370000000003
NL-18310,1418.0900000000001
PM-18940,1405.402
CA-12310,1401.0739999999998
MO-17800,1396.3229999999999
NG-18430,1395.938
JE-15475,1388.682
TB-21595,1387.559
FG-14260,1383.1440000000002
CR-12820,1380.8324
DM-13525,1376.792
GH-14485,1361.2440000000001
GB-14530,1356.48
LM-17065,1346.774
MG-17695,1342.282
SJ-20215,1339.072
BM-11785,1335.896
BF-11005,1333.88
SB-20170,1323.432
DM-12955,1322.034
MT-18070,1319.4497999999999
MM-17260,1314.0230000000001
SP-20545,1306.0859999999998
EK-13795,1303.478
Co-12640,1300.076
HR-14770,1299.2879999999998
SS-20140,1289.548
GR-14560,1284.38
PS-18970,1278.6390000000001
SV-20815,1271.0900000000004
CS-11845,1267.194
LW-17125,1259.04
ME-18010,1256.944
GM-14500,1255.6819999999998
SC-20680,1254.64
MH-17620,1252.8
ER-13855,1245.788
JW-15955,1244.086
MG-17875,1242.833
NP-18685,1228.698
PJ-18835,1220.0900000000001
EH-14005,1219.5299999999997
JL-15130,1214.9560000000001
MD-17860,1204.9099999999999
DW-13585,1204.854
DO-13435,1197.3115000000003
SJ-20500,1190.3759999999997
EB-14170,1186.326
JS-15595,1181.734
BP-11230,1181.4900000000002
DC-13285,1174.618
AT-10435,1171.8139999999999
JR-15670,1156.658
DB-13660,1155.2019999999998
CG-12520,1148.7800000000002
KC-16675,1146.0500000000002
RD-19810,1137.6159999999998
CW-11905,1136.592
JS-15685,1131.0639999999999
DV-13045,1119.4830000000002
AB-10165,1113.838
CD-12280,1104.184
TC-21475,1103.0159999999998
CL-11890,1098.43
TM-21490,1094.6779999999999
JO-15550,1088.358
JF-15490,1082.918
DB-13360,1081.466
DW-13195,1080.751
CS-12490,1070.3885
PC-19000,1061.488
DP-13165,1058.616
PO-19195,1056.8580000000002
AA-10375,1056.39
VS-21820,1055.9809999999998
AR-10345,1055.694
DH-13675,1043.096
SM-20905,1043.0410000000002
EM-14095,1041.042
TC-21145,1038.26
DP-13000,1034.188
MK-18160,1031.6019999999999
TH-21235,1022.2010000000001
SW-20350,1019.0439999999998
RB-19330,1008.1959999999999
LS-17245,1008.1359999999999
BG-11740,1006.356
LS-17200,998.032
VP-21730,993.9019999999999
GA-14725,975.566
KB-16600,974.214
DO-13645,972.26
TS-21340,971.7339999999999
RD-19930,970.9420000000001
AB-10150,966.7099999999998
RC-19825,966.4089999999999
BP-11050,961.1799999999998
JH-15910,959.4770000000002
JF-15295,955.124
RP-19270,954.6451999999999
BS-11800,949.43
EB-13930,944.6000000000001
MF-17665,937.039
EM-13960,933.704
MC-17575,925.5649999999999
SW-20245,925.1980000000001
MO-17500,922.487
RF-19840,915.662
EH-14185,910.186
KB-16405,908.8209999999999
SC-20575,902.7280000000001
JB-15925,900.552
AB-10255,898.084
AC-10420,891.56
HZ-14950,886.5199999999999
AB-10015,886.156
CS-12130,884.64
HE-14800,883.5320000000002
SK-19990,883.409
SS-20875,883.22
JM-15655,864.9470000000001
JR-15700,863.88
AF-10885,861.5649999999999
JC-15385,859.648
JC-16105,858.576
MS-17980,855.1160000000001
RC-19960,850.192
CG-12040,847.6519999999999
CS-12175,844.4580000000001
AS-10630,833.398
TB-21355,822.136
VF-21715,819.784
TB-21190,816.174
RE-19450,815.152
AM-10360,814.0120000000001
BM-11575,808.1619999999999
DK-13150,797.832
MC-17635,795.1540000000001
BF-11275,791.9899999999999
HG-14845,785.628
EH-13990,780.27
MG-17890,776.384
MM-18280,775.4140000000001
SF-20065,763.5459999999998
SW-20755,758.696
LP-17080,756.606
Dl-13600,755.602
IG-15085,744.574
RH-19555,740.382
AH-10585,738.504
HM-14980,736.276
BB-10990,735.52
PH-18790,729.648
PA-19060,729.408
JJ-15445,709.1780000000001
JD-16060,695.4420000000001
VG-21790,694.2900000000001
TC-21535,692.518
PB-19105,688.324
EH-13945,684.171
ML-18040,681.242
PB-18805,668.7560000000001
AG-10330,660.972
BK-11260,659.138
BD-11770,658.466
AC-10660,657.316
AW-10840,649.376
TR-21325,645.072
LO-17170,644.35
JB-16000,644.1188
MR-17545,639.178
AJ-10960,629.2479999999999
RR-19315,615.932
CD-11980,614.982
SS-20515,613.4000000000001
BT-11440,603.876
BF-10975,585.8080000000001
DL-13330,585.02
BD-11635,582.646
AS-10240,574.24
NK-18490,572.048
CM-11935,565.392
CS-12460,550.6440000000001
CS-11860,537.6320000000001
JH-15820,528.9100000000001
AY-10555,497.01400000000007
RB-19570,476.802
CR-12625,475.9
MS-17530,475.65599999999995
JS-15940,469.169
EC-14050,461.914
KM-16660,453.538
TT-21265,439.5
ST-20530,433.34
VG-21805,427.372
MZ-17335,424.038
SS-20590,418.49
BT-11485,415.19599999999997
JD-16015,385.43
JK-15325,383.812
VM-21835,380.69
NF-18475,377.16200000000003
MS-17830,370.348
LS-17230,368.88
EM-14200,366.822
MH-17440,358.146
HJ-14875,358.1
AG-10300,349.26
DW-13540,344.08000000000004
BD-11560,320.53999999999996
LH-17020,318.239
JM-15580,303.948
CM-12445,287.98999999999995
LH-16750,287.426
SC-20845,280.632
SC-20800,279.256
JH-15430,276.385
NB-18580,273.87199999999996
BF-11080,272.95
DD-13570,269.54200000000003
BN-11470,265.296
AR-10510,264.86400000000003
LT-16765,255.524
HD-14785,251.36
PL-18925,239.48100000000002
KW-16570,236.156
SM-20005,233.134
EM-14065,228.99
GT-14755,226.43599999999998
GP-14740,221.79999999999998
RB-19645,221.08399999999997
AG-10390,200.945
JJ-15760,195.0
HH-15010,188.108
ML-18265,162.232
AO-10810,161.28
MO-17950,154.288
PT-19090,153.9
GH-14665,146.94080000000002
AG-10765,137.296
PB-19210,132.738
BO-11425,130.83
EL-13735,124.28
DA-13450,123.86399999999999
CC-12550,113.832
RM-19750,98.35
KS-16300,88.47200000000001
AR-10570,88.15
FW-14395,79.75
JC-15340,67.335
BW-11065,60.772
AS-10135,58.82
LB-16735,50.188
RE-19405,48.36
SG-20890,41.072
RS-19870,22.328
CJ-11875,16.52
MG-18205,12.32
LD-16855,5.304
TS-21085,4.833
